Senat;Entscheidungsdatum;Einspieldatum;Aktenzeichen;Link_Aktenzeichen;Zusatzinformationen;Unique_nr;Link_Zusatzinformationen
VIa. Zivilsenat;13.11.2023;21.12.2023;VIa ZR 753/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=22&nr=135801&pos=688&anz=1274&Blank=1.pdf;;135801;[]
VIa. Zivilsenat;13.11.2023;30.11.2023;VIa ZR 828/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=22&nr=135577&pos=689&anz=1274&Blank=1.pdf;;135577;[]
VIa. Zivilsenat;13.11.2023;15.12.2023;VIa ZR 885/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=23&nr=135750&pos=690&anz=1274&Blank=1.pdf;;135750;[]
V. Zivilsenat;10.11.2023;31.1.2024;V ZR 51/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=23&nr=136237&pos=691&anz=1274&Blank=1.pdf;Leitsatzentscheidung;136237;[]
V. Zivilsenat;10.11.2023;31.1.2024;V ZR 51/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=23&nr=136238&pos=692&anz=1274&Blank=1.pdf;;136238;[]
4. Strafsenat;9.11.2023;23.1.2024;4 StR 125/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=23&nr=136118&pos=693&anz=1274&Blank=1.pdf;;136118;[]
4. Strafsenat;9.11.2023;25.1.2024;4 StR 358/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=23&nr=136167&pos=694&anz=1274&Blank=1.pdf;;136167;[]
4. Strafsenat;9.11.2023;3.1.2024;4 StR 74/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=23&nr=135890&pos=695&anz=1274&Blank=1.pdf;;135890;[]
I. Zivilsenat;9.11.2023;22.12.2023;I ZB 32/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=23&nr=135813&pos=696&anz=1274&Blank=1.pdf;Leitsatzentscheidung;135813;[]
I. Zivilsenat;9.11.2023;12.12.2023;I ZB 62/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=23&nr=135699&pos=697&anz=1274&Blank=1.pdf;;135699;[]
I. Zivilsenat;9.11.2023;7.2.2024;I ZR 203/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=23&nr=136344&pos=698&anz=1274&Blank=1.pdf;"E2
Leitsatzentscheidung";136344;[]
III. Zivilsenat;9.11.2023;19.2.2024;III ZB 81/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=23&nr=136484&pos=699&anz=1274&Blank=1.pdf;;136484;[]
III. Zivilsenat;9.11.2023;3.1.2024;III ZR 105/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=23&nr=135909&pos=700&anz=1274&Blank=1.pdf;Leitsatzentscheidung;135909;[]
III. Zivilsenat;9.11.2023;29.12.2023;III ZR 197/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=23&nr=135854&pos=701&anz=1274&Blank=1.pdf;;135854;[]
V. Zivilsenat;9.11.2023;8.1.2024;V ZB 67/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=23&nr=135958&pos=702&anz=1274&Blank=1.pdf;Leitsatzentscheidung;135958;[]
V. Zivilsenat;9.11.2023;19.12.2023;V ZR 47/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=23&nr=135781&pos=703&anz=1274&Blank=1.pdf;;135781;[]
VII. Zivilsenat;9.11.2023;21.11.2023;VII ZR 190/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=23&nr=135466&pos=704&anz=1274&Blank=1.pdf;Leitsatzentscheidung;135466;[]
VII. Zivilsenat;9.11.2023;20.12.2023;VII ZR 241/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=23&nr=135795&pos=705&anz=1274&Blank=1.pdf;Leitsatzentscheidung;135795;[]
VII. Zivilsenat;9.11.2023;15.12.2023;VII ZR 92/20;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=23&nr=135752&pos=706&anz=1274&Blank=1.pdf;Leitsatzentscheidung;135752;[]
1. Strafsenat;8.11.2023;29.11.2023;1 StR 305/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=23&nr=135557&pos=707&anz=1274&Blank=1.pdf;;135557;[]
2. Strafsenat;8.11.2023;29.12.2023;2 StR 131/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=23&nr=135845&pos=708&anz=1274&Blank=1.pdf;;135845;[]
2. Strafsenat;8.11.2023;16.11.2023;2 StR 322/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=23&nr=135396&pos=709&anz=1274&Blank=1.pdf;;135396;[]
2. Strafsenat;8.11.2023;15.2.2024;2 StR 374/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=23&nr=136447&pos=710&anz=1274&Blank=1.pdf;;136447;[]
2. Strafsenat;8.11.2023;17.1.2024;2 StR 418/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=23&nr=136062&pos=711&anz=1274&Blank=1.pdf;;136062;[]
3. Strafsenat;8.11.2023;23.11.2023;3 StR 185/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=23&nr=135492&pos=712&anz=1274&Blank=1.pdf;;135492;[]
4. Strafsenat;8.11.2023;28.11.2023;4 StR 149/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=23&nr=135535&pos=713&anz=1274&Blank=1.pdf;;135535;[]
4. Strafsenat;8.11.2023;7.12.2023;4 StR 36/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=23&nr=135651&pos=714&anz=1274&Blank=1.pdf;;135651;[]
4. Strafsenat;8.11.2023;28.11.2023;4 StR 363/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=23&nr=135539&pos=715&anz=1274&Blank=1.pdf;;135539;[]
4. Strafsenat;8.11.2023;3.1.2024;4 StR 460/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=23&nr=135917&pos=716&anz=1274&Blank=1.pdf;siehe auch: Pressemitteilung Nr. 2/24  vom 3.1.2024;135917;['https://juris.bundesgerichtshof.de/cgi-bin/rechtsprechung/document.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=23&nr=135916&linked=pm&Blank=1']
5. Strafsenat;8.11.2023;30.11.2023;5 StR 259/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=23&nr=135569&pos=717&anz=1274&Blank=1.pdf;;135569;[]
I. Zivilsenat;8.11.2023;19.1.2024;I ZB 66/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=23&nr=136097&pos=718&anz=1274&Blank=1.pdf;;136097;[]
I. Zivilsenat;8.11.2023;13.12.2023;I ZR 148/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=23&nr=135718&pos=719&anz=1274&Blank=1.pdf;;135718;[]
I. Zivilsenat;8.11.2023;3.1.2024;I ZR 79/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=24&nr=135907&pos=720&anz=1274&Blank=1.pdf;;135907;[]
IX. Zivilsenat;8.11.2023;1.12.2023;IX ZB 3/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=24&nr=135585&pos=721&anz=1274&Blank=1.pdf;;135585;[]
IX. Zivilsenat;8.11.2023;4.12.2023;IX ZB 3/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=24&nr=135603&pos=722&anz=1274&Blank=1.pdf;;135603;[]
VII. Zivilsenat;8.11.2023;12.1.2024;VII ZB 20/20;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=24&nr=136035&pos=723&anz=1274&Blank=1.pdf;;136035;[]
VII. Zivilsenat;8.11.2023;9.1.2024;VII ZR 228/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=24&nr=135983&pos=724&anz=1274&Blank=1.pdf;;135983;[]
VII. Zivilsenat;8.11.2023;27.12.2023;VII ZR 629/21;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=24&nr=135827&pos=725&anz=1274&Blank=1.pdf;;135827;[]
VIII. Zivilsenat;8.11.2023;7.12.2023;VIII ZB 18/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=24&nr=135669&pos=726&anz=1274&Blank=1.pdf;;135669;[]
VIII. Zivilsenat;8.11.2023;20.12.2023;VIII ZB 39/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=24&nr=135796&pos=727&anz=1274&Blank=1.pdf;;135796;[]
VIII. Zivilsenat;8.11.2023;23.1.2024;VIII ZB 59/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=24&nr=136130&pos=728&anz=1274&Blank=1.pdf;Leitsatzentscheidung;136130;[]
XII. Zivilsenat;8.11.2023;19.12.2023;XII ZB 219/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=24&nr=135784&pos=729&anz=1274&Blank=1.pdf;Leitsatzentscheidung;135784;[]
XII. Zivilsenat;8.11.2023;22.12.2023;XII ZB 459/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=24&nr=135820&pos=730&anz=1274&Blank=1.pdf;Leitsatzentscheidung;135820;[]
XII. Zivilsenat;8.11.2023;11.1.2024;XII ZB 72/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=24&nr=136022&pos=731&anz=1274&Blank=1.pdf;Leitsatzentscheidung;136022;[]
2. Strafsenat;7.11.2023;22.11.2023;2 StR 166/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=24&nr=135483&pos=732&anz=1274&Blank=1.pdf;;135483;[]
2. Strafsenat;7.11.2023;15.12.2023;2 StR 284/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=24&nr=135737&pos=733&anz=1274&Blank=1.pdf;;135737;[]
2. Strafsenat;7.11.2023;15.12.2023;2 StR 302/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=24&nr=135738&pos=734&anz=1274&Blank=1.pdf;;135738;[]
2. Strafsenat;7.11.2023;6.2.2024;2 StR 344/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=24&nr=136308&pos=735&anz=1274&Blank=1.pdf;;136308;[]
2. Strafsenat;7.11.2023;24.11.2023;2 StR 347/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=24&nr=135506&pos=736&anz=1274&Blank=1.pdf;;135506;[]
2. Strafsenat;7.11.2023;15.12.2023;2 StR 358/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=24&nr=135739&pos=737&anz=1274&Blank=1.pdf;;135739;[]
4. Strafsenat;7.11.2023;13.2.2024;4 StR 115/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=24&nr=136410&pos=738&anz=1274&Blank=1.pdf;;136410;[]
4. Strafsenat;7.11.2023;28.11.2023;4 StR 367/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=24&nr=135540&pos=739&anz=1274&Blank=1.pdf;;135540;[]
5. Strafsenat;7.11.2023;1.12.2023;5 StR 291/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=24&nr=135583&pos=740&anz=1274&Blank=1.pdf;;135583;[]
5. Strafsenat;7.11.2023;28.11.2023;5 StR 345/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=24&nr=135542&pos=741&anz=1274&Blank=1.pdf;;135542;[]
5. Strafsenat;7.11.2023;28.11.2023;5 StR 355/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=24&nr=135543&pos=742&anz=1274&Blank=1.pdf;;135543;[]
5. Strafsenat;7.11.2023;21.11.2023;5 StR 525/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=24&nr=135453&pos=743&anz=1274&Blank=1.pdf;;135453;[]
Kartellsenat;7.11.2023;10.1.2024;EnZR 27/20;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=24&nr=135999&pos=744&anz=1274&Blank=1.pdf;"Energy from Waste II
Leitsatzentscheidung";135999;[]
Kartellsenat;7.11.2023;10.1.2024;EnZR 85/20;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=24&nr=136000&pos=745&anz=1274&Blank=1.pdf;"Energy from Waste III
Leitsatzentscheidung";136000;[]
VIII. Zivilsenat;7.11.2023;3.1.2024;VIII ZB 9/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=24&nr=135914&pos=746&anz=1274&Blank=1.pdf;;135914;[]
VIII. Zivilsenat;7.11.2023;5.12.2023;VIII ZR 124/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=24&nr=135633&pos=747&anz=1274&Blank=1.pdf;;135633;[]
VIII. Zivilsenat;7.11.2023;13.2.2024;VIII ZR 168/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=24&nr=136427&pos=748&anz=1274&Blank=1.pdf;;136427;[]
X. Zivilsenat;7.11.2023;24.11.2023;X ZB 1/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=24&nr=135520&pos=749&anz=1274&Blank=1.pdf;;135520;[]
X. Zivilsenat;7.11.2023;23.11.2023;X ZB 7/21;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=25&nr=135501&pos=750&anz=1274&Blank=1.pdf;"Doppelvertretung im Patentnichtigkeitsverfahren II
Leitsatzentscheidung";135501;[]
X. Zivilsenat;7.11.2023;8.12.2023;X ZR 101/21;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=25&nr=135683&pos=751&anz=1274&Blank=1.pdf;;135683;[]
X. Zivilsenat;7.11.2023;18.12.2023;X ZR 123/21;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=25&nr=135765&pos=752&anz=1274&Blank=1.pdf;;135765;[]
XIII. Zivilsenat;7.11.2023;19.12.2023;XIII ZB 73/20;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=25&nr=135785&pos=753&anz=1274&Blank=1.pdf;;135785;[]
VIa. Zivilsenat;6.11.2023;7.12.2023;VIa ZR 1555/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=25&nr=135661&pos=754&anz=1274&Blank=1.pdf;;135661;[]
VIa. Zivilsenat;6.11.2023;7.12.2023;VIa ZR 1603/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=25&nr=135662&pos=755&anz=1274&Blank=1.pdf;;135662;[]
VIa. Zivilsenat;6.11.2023;11.12.2023;VIa ZR 29/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=25&nr=135691&pos=756&anz=1274&Blank=1.pdf;;135691;[]
VIa. Zivilsenat;6.11.2023;23.11.2023;VIa ZR 425/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=25&nr=135499&pos=757&anz=1274&Blank=1.pdf;;135499;[]
VIa. Zivilsenat;6.11.2023;18.12.2023;VIa ZR 427/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=25&nr=135763&pos=758&anz=1274&Blank=1.pdf;;135763;[]
VIa. Zivilsenat;6.11.2023;27.12.2023;VIa ZR 535/21;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=25&nr=135826&pos=759&anz=1274&Blank=1.pdf;Leitsatzentscheidung;135826;[]
VIa. Zivilsenat;6.11.2023;17.11.2023;VIa ZR 667/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=25&nr=135429&pos=760&anz=1274&Blank=1.pdf;;135429;[]
3. Strafsenat;2.11.2023;13.12.2023;3 StR 249/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=25&nr=135712&pos=761&anz=1274&Blank=1.pdf;;135712;[]
6. Strafsenat;2.11.2023;19.12.2023;6 StR 128/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=25&nr=135775&pos=762&anz=1274&Blank=1.pdf;Leitsatzentscheidung;135775;[]
6. Strafsenat;2.11.2023;21.11.2023;6 StR 160/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=25&nr=135454&pos=763&anz=1274&Blank=1.pdf;;135454;[]
6. Strafsenat;2.11.2023;4.12.2023;6 StR 316/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=25&nr=135601&pos=764&anz=1274&Blank=1.pdf;;135601;[]
6. Strafsenat;2.11.2023;13.12.2023;6 StR 437/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=25&nr=135713&pos=765&anz=1274&Blank=1.pdf;;135713;[]
6. Strafsenat;1.11.2023;16.11.2023;6 StR 291/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=25&nr=135401&pos=766&anz=1274&Blank=1.pdf;;135401;[]
6. Strafsenat;1.11.2023;16.11.2023;6 StR 430/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=25&nr=135402&pos=767&anz=1274&Blank=1.pdf;;135402;[]
6. Strafsenat;1.11.2023;21.11.2023;6 StR 431/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=25&nr=135455&pos=768&anz=1274&Blank=1.pdf;;135455;[]
6. Strafsenat;1.11.2023;16.11.2023;6 StR 450/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=25&nr=135403&pos=769&anz=1274&Blank=1.pdf;;135403;[]
6. Strafsenat;1.11.2023;16.11.2023;6 StR 492/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=25&nr=135404&pos=770&anz=1274&Blank=1.pdf;;135404;[]
3. Strafsenat;31.10.2023;5.12.2023;3 StR 282/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=25&nr=135623&pos=771&anz=1274&Blank=1.pdf;;135623;[]
3. Strafsenat;31.10.2023;15.12.2023;3 StR 285/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=25&nr=135740&pos=772&anz=1274&Blank=1.pdf;;135740;[]
3. Strafsenat;31.10.2023;22.12.2023;3 StR 298/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=25&nr=135806&pos=773&anz=1274&Blank=1.pdf;;135806;[]
3. Strafsenat;31.10.2023;29.12.2023;3 StR 306/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=25&nr=135862&pos=774&anz=1274&Blank=1.pdf;"Leitsatzentscheidung

siehe auch: Pressemitteilung Nr. 215/23  vom 29.12.2023";135862;['https://juris.bundesgerichtshof.de/cgi-bin/rechtsprechung/document.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=25&nr=135861&linked=pm&Blank=1']
3. Strafsenat;31.10.2023;5.12.2023;3 StR 342/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=25&nr=135625&pos=775&anz=1274&Blank=1.pdf;;135625;[]
3. Strafsenat;31.10.2023;12.12.2023;3 StR 347/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=25&nr=135695&pos=776&anz=1274&Blank=1.pdf;;135695;[]
3. Strafsenat;31.10.2023;20.11.2023;3 StR 367/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=25&nr=135435&pos=777&anz=1274&Blank=1.pdf;;135435;[]
Senat für Anwaltssachen;31.10.2023;13.12.2023;AnwSt (B) 2/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=25&nr=135715&pos=778&anz=1274&Blank=1.pdf;;135715;[]
IV. Zivilsenat;31.10.2023;24.11.2023;IV ZR 70/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=25&nr=135513&pos=779&anz=1274&Blank=1.pdf;;135513;[]
3. Strafsenat;31.10.2023;20.11.2023;StB 30/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=26&nr=135438&pos=780&anz=1274&Blank=1.pdf;;135438;[]
I. Zivilsenat;30.10.2023;21.11.2023;I ZB 103/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=26&nr=135457&pos=781&anz=1274&Blank=1.pdf;;135457;[]
I. Zivilsenat;30.10.2023;21.11.2023;I ZB 104/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=26&nr=135458&pos=782&anz=1274&Blank=1.pdf;;135458;[]
I. Zivilsenat;30.10.2023;21.11.2023;I ZB 115/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=26&nr=135459&pos=783&anz=1274&Blank=1.pdf;;135459;[]
I. Zivilsenat;30.10.2023;21.11.2023;I ZB 84/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=26&nr=135456&pos=784&anz=1274&Blank=1.pdf;siehe auch: Pressemitteilung Nr. 97/23  vom 20.6.2023;135456;['https://juris.bundesgerichtshof.de/cgi-bin/rechtsprechung/document.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=26&nr=133887&linked=pm&Blank=1']
VIa. Zivilsenat;30.10.2023;27.11.2023;VIa ZR 1148/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=26&nr=135524&pos=785&anz=1274&Blank=1.pdf;;135524;[]
VIa. Zivilsenat;30.10.2023;1.12.2023;VIa ZR 1190/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=26&nr=135588&pos=786&anz=1274&Blank=1.pdf;;135588;[]
VIa. Zivilsenat;30.10.2023;23.11.2023;VIa ZR 1192/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=26&nr=135497&pos=787&anz=1274&Blank=1.pdf;;135497;[]
VIa. Zivilsenat;30.10.2023;20.11.2023;VIa ZR 1202/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=26&nr=135441&pos=788&anz=1274&Blank=1.pdf;;135441;[]
VIa. Zivilsenat;30.10.2023;27.11.2023;VIa ZR 1230/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=26&nr=135525&pos=789&anz=1274&Blank=1.pdf;;135525;[]
VIa. Zivilsenat;30.10.2023;27.11.2023;VIa ZR 170/23;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=26&nr=135526&pos=790&anz=1274&Blank=1.pdf;;135526;[]
VIa. Zivilsenat;30.10.2023;20.11.2023;VIa ZR 182/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=26&nr=135442&pos=791&anz=1274&Blank=1.pdf;;135442;[]
VIa. Zivilsenat;30.10.2023;3.1.2024;VIa ZR 183/21;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=26&nr=135911&pos=792&anz=1274&Blank=1.pdf;;135911;[]
VIa. Zivilsenat;30.10.2023;20.11.2023;VIa ZR 192/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=26&nr=135443&pos=793&anz=1274&Blank=1.pdf;;135443;[]
VIa. Zivilsenat;30.10.2023;23.11.2023;VIa ZR 238/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=26&nr=135498&pos=794&anz=1274&Blank=1.pdf;;135498;[]
VIa. Zivilsenat;30.10.2023;20.11.2023;VIa ZR 248/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=26&nr=135444&pos=795&anz=1274&Blank=1.pdf;;135444;[]
VIa. Zivilsenat;30.10.2023;1.12.2023;VIa ZR 255/21;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=26&nr=135590&pos=796&anz=1274&Blank=1.pdf;;135590;[]
VIa. Zivilsenat;30.10.2023;20.11.2023;VIa ZR 278/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=26&nr=135445&pos=797&anz=1274&Blank=1.pdf;;135445;[]
VIa. Zivilsenat;30.10.2023;15.11.2023;VIa ZR 314/22;https://juris.bundesgerichtshof.dedocument.py?Gericht=bgh&Art=en&Datum=Aktuell&Seite=26&nr=135387&pos=798&anz=1274&Blank=1.pdf;;135387;[]
